Subnum,Trial,player1correct,player1incorrect,player2correct,player2incorrect,paircorrect,pairincorrect,player1total,player2total,pairtotal,doublesel,selobj1,selobj2,selobj3,selobj4,selobj5,selobj6,selobj7,selobj8,selobj9,selobj10,selobj11,selobj12,selobj13,selobj14,selobj15,selobj16,selobj17,selobj18,selobjother1,selobjother2,selobjother3,selobjother4,selobjother5,selobjother6,selobjother7,selobjother8,selobjother9,selobjother10,selobjother11,selobjother12,selobjother13,selobjother14,selobjother15,selobjother16,selobjother17,selobjother18
197,0,1,2,1,1,1,2,-1,0,-1,2,10,1,15,6,15,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10,1,6,9,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
